tf_name	task_index	fold_num	run_num	epoch_num	test_prof_nll	test_count_mse	test_count_pears	test_count_spear	val_loss
REST	2	1	1	15	359.076	13.235	-0.077	-0.044	234.160
REST	3	1	1	15	841.986	6.167	-0.002	0.050	417.945
REST	4	1	3	15	342.212	0.687	0.615	0.584	195.542
REST	5	1	3	11	251.693	1.225	0.556	0.506	136.801
REST	6	1	2	14	212.800	0.781	0.758	0.638	114.048
REST	7	1	3	15	365.536	0.805	0.694	0.624	171.990
REST	8	1	1	13	258.675	2.178	-0.068	0.116	152.386
REST	9	1	2	15	267.531	0.833	0.715	0.585	150.902
REST	10	1	2	12	253.792	0.458	0.697	0.554	133.076
REST	11	1	2	15	203.437	1.634	0.469	0.440	96.824
REST	12	1	3	15	333.521	1.342	0.269	0.335	190.078
REST	13	1	3	15	218.713	0.585	0.739	0.638	121.564
REST	14	1	2	15	341.809	0.856	0.687	0.602	186.300
REST	15	1	2	11	529.951	0.483	0.712	0.759	287.591
REST	16	1	2	15	359.637	1.948	0.283	0.319	190.248
REST	17	1	2	14	316.048	0.540	0.668	0.588	179.954
REST	18	1	3	15	467.309	1.080	0.578	0.571	287.562
REST	19	1	1	14	271.874	0.883	0.676	0.606	150.110
REST	0	2	3	14	302.995	1.362	0.661	0.632	158.594
REST	1	2	2	15	269.631	0.889	0.792	0.638	146.870
REST	2	2	3	15	389.744	43.494	0.077	0.111	249.868
REST	3	2	1	14	378.338	2.159	0.630	0.625	162.005
REST	4	2	1	15	398.263	2.361	0.101	0.170	196.937
REST	5	2	3	14	265.940	3.930	0.069	0.130	132.497
REST	6	2	1	12	216.159	0.845	0.791	0.666	117.069
REST	7	2	1	15	362.480	1.019	0.756	0.606	200.491
REST	8	2	1	15	294.966	0.711	0.497	0.562	142.718
REST	9	2	3	13	279.689	0.678	0.760	0.618	152.447
REST	10	2	2	12	271.488	0.632	0.686	0.572	140.620
REST	11	2	2	14	219.796	1.373	0.473	0.469	108.765
REST	12	2	2	15	366.761	0.657	0.645	0.615	181.619
REST	13	2	1	14	222.218	0.734	0.637	0.577	116.980
REST	14	2	1	14	357.533	1.117	0.644	0.537	190.690
REST	15	2	1	15	485.630	0.446	0.699	0.706	332.833
REST	16	2	1	14	357.581	2.573	0.107	0.124	194.935
REST	17	2	1	14	317.670	0.706	0.692	0.621	185.622
REST	18	2	3	12	504.954	1.025	0.472	0.457	268.155
REST	19	2	2	12	279.597	0.773	0.706	0.628	155.816
REST	0	3	1	14	334.226	2.085	0.607	0.584	158.855
REST	1	3	3	14	284.102	0.966	0.791	0.632	149.399
REST	2	3	2	13	359.616	18.462	0.080	0.136	231.464
REST	3	3	2	15	354.429	1.725	0.760	0.740	195.363
REST	4	3	2	15	390.233	1.206	0.595	0.600	202.354
REST	5	3	3	15	265.176	1.893	0.576	0.558	144.302
REST	6	3	2	15	219.242	0.912	0.763	0.654	116.542
REST	7	3	3	13	360.630	0.915	0.745	0.642	194.222
REST	8	3	1	15	284.073	0.689	0.690	0.626	170.130
REST	9	3	1	14	279.411	0.850	0.804	0.651	153.707
REST	10	3	3	13	259.641	0.602	0.686	0.550	152.723
REST	11	3	3	15	222.304	6.417	0.101	0.111	131.336
REST	12	3	2	15	340.031	0.848	0.587	0.569	210.834
REST	13	3	3	10	230.099	1.145	0.672	0.616	120.852
REST	14	3	1	15	345.851	0.659	0.757	0.678	202.427
REST	15	3	1	15	471.578	0.437	0.693	0.712	303.925
REST	16	3	3	15	360.640	3.149	0.120	0.179	187.739
REST	17	3	1	12	302.908	0.857	0.651	0.610	188.558
REST	18	3	3	14	488.665	1.340	0.378	0.351	304.473
REST	19	3	1	14	274.722	0.717	0.721	0.617	157.272
REST	0	4	3	15	279.103	2.585	0.384	0.367	186.709
REST	1	4	1	9	261.250	0.862	0.776	0.602	153.909
REST	2	4	2	15	400.784	40.954	-0.047	-0.020	277.671
REST	3	4	3	15	335.646	2.166	0.612	0.589	210.321
REST	4	4	2	15	341.177	1.164	0.400	0.386	223.884
REST	5	4	2	15	236.638	1.240	0.542	0.493	136.095
REST	6	4	2	14	188.772	0.993	0.746	0.644	117.686
REST	7	4	1	15	333.170	1.118	0.667	0.635	187.172
REST	8	4	1	14	272.192	1.265	0.207	0.373	168.409
REST	9	4	3	13	253.169	0.740	0.721	0.622	153.743
REST	10	4	3	15	243.105	0.554	0.644	0.521	145.738
REST	11	4	1	15	184.529	1.541	0.457	0.442	109.639
REST	12	4	1	15	285.849	1.355	0.553	0.407	191.185
REST	13	4	2	14	205.553	0.709	0.605	0.538	118.259
REST	14	4	2	15	325.948	1.011	0.674	0.573	195.381
REST	15	4	3	14	487.890	0.735	0.720	0.762	291.841
REST	16	4	3	15	319.620	1.725	0.269	0.287	190.046
REST	17	4	3	13	303.310	0.573	0.604	0.597	182.196
REST	18	4	2	13	448.619	0.881	0.598	0.570	278.109
REST	19	4	1	15	258.133	0.933	0.668	0.588	157.380
REST	0	5	1	15	337.392	2.173	0.522	0.472	150.801
REST	1	5	2	15	293.000	1.050	0.766	0.621	142.593
REST	2	5	3	15	326.576	10.398	0.155	0.177	205.949
REST	3	5	2	15	446.289	4.170	0.165	0.127	203.456
REST	4	5	2	15	410.691	2.536	0.022	0.072	203.479
REST	5	5	3	14	258.572	3.833	-0.002	0.060	122.949
REST	6	5	1	12	224.730	0.850	0.746	0.659	105.464
REST	7	5	2	15	353.629	0.974	0.731	0.635	179.849
REST	8	5	2	13	281.009	0.603	0.710	0.611	151.164
REST	9	5	2	15	268.663	0.704	0.760	0.584	140.330
REST	10	5	3	14	258.843	0.653	0.711	0.592	135.504
REST	11	5	1	15	205.207	4.875	0.219	0.241	106.481
REST	12	5	3	15	332.883	0.555	0.652	0.523	155.751
REST	13	5	1	12	215.893	0.619	0.706	0.625	112.252
REST	14	5	1	15	358.685	1.372	0.702	0.619	185.335
REST	15	5	2	14	481.779	0.381	0.718	0.712	304.075
REST	16	5	1	15	367.758	4.680	0.136	0.424	184.875
REST	17	5	3	15	317.355	0.519	0.661	0.583	178.114
REST	18	5	3	15	498.297	1.553	0.217	0.194	247.857
REST	19	5	3	14	287.302	0.938	0.697	0.618	144.424
REST	0	6	2	14	306.725	3.404	0.084	0.159	192.111
REST	1	6	1	13	246.462	0.936	0.770	0.611	155.399
REST	2	6	3	15	380.751	12.466	0.140	0.166	203.122
REST	3	6	1	14	739.862	5.553	0.218	0.255	390.882
REST	4	6	1	14	327.058	0.869	0.685	0.622	185.507
REST	5	6	3	15	247.301	4.646	0.322	0.334	136.123
REST	6	6	2	15	187.370	0.867	0.728	0.625	122.627
REST	7	6	2	15	320.550	0.748	0.698	0.553	183.264
REST	8	6	2	14	242.409	0.562	0.730	0.534	158.460
REST	9	6	2	15	245.166	0.787	0.672	0.538	152.018
REST	10	6	1	15	240.790	0.543	0.707	0.589	141.361
REST	11	6	1	15	200.381	1.608	0.528	0.533	105.588
REST	12	6	2	13	331.358	0.636	0.620	0.608	185.750
REST	13	6	1	14	199.902	0.675	0.679	0.589	115.077
REST	14	6	1	11	317.164	0.904	0.686	0.589	193.857
REST	15	6	1	14	459.246	0.408	0.698	0.703	301.068
REST	16	6	2	15	312.781	1.746	0.343	0.357	197.194
REST	17	6	3	13	296.542	0.544	0.677	0.605	183.414
REST	18	6	3	15	469.846	1.768	0.259	0.246	287.217
REST	19	6	1	14	256.142	0.812	0.678	0.593	160.822
REST	0	7	1	15	286.689	1.565	0.500	0.489	156.144
REST	1	7	3	15	254.173	1.016	0.779	0.643	134.802
REST	2	7	2	15	407.405	59.313	-0.004	0.016	272.347
REST	3	7	1	13	306.604	6.683	0.222	0.233	186.337
REST	4	7	1	14	352.670	1.098	0.575	0.527	186.783
REST	5	7	2	15	230.083	1.036	0.647	0.558	125.058
REST	6	7	2	13	193.511	0.988	0.710	0.611	99.152
REST	7	7	3	15	333.123	1.154	0.652	0.583	168.107
REST	8	7	2	15	263.204	0.995	0.622	0.604	134.028
REST	9	7	3	15	250.722	0.803	0.761	0.639	133.479
REST	10	7	1	15	258.724	0.635	0.616	0.556	131.421
REST	11	7	1	15	179.241	6.012	-0.093	-0.055	102.348
REST	12	7	3	14	315.646	0.617	0.595	0.500	180.055
REST	13	7	3	13	208.019	0.613	0.641	0.543	107.855
REST	14	7	1	15	320.431	0.713	0.696	0.630	177.206
REST	15	7	1	14	472.064	0.387	0.714	0.700	283.314
REST	16	7	1	15	312.854	1.113	0.659	0.654	174.031
REST	17	7	1	15	304.817	0.718	0.591	0.613	176.481
REST	18	7	3	14	466.504	1.848	0.143	0.132	268.412
REST	19	7	1	12	260.799	0.797	0.690	0.608	144.134
REST	0	8	1	15	289.711	1.065	0.721	0.644	140.124
REST	1	8	2	15	256.516	0.871	0.772	0.623	139.270
REST	2	8	1	14	383.536	34.732	-0.018	-0.000	268.017
REST	3	8	2	14	391.086	4.007	0.136	0.162	178.036
REST	4	8	2	14	370.353	1.278	0.429	0.465	190.874
REST	5	8	3	15	255.818	1.818	0.513	0.471	118.891
REST	6	8	3	15	214.533	0.950	0.726	0.606	107.039
REST	7	8	3	14	335.784	0.877	0.727	0.575	175.432
REST	8	8	2	13	262.786	0.536	0.682	0.612	148.493
REST	9	8	2	13	272.156	0.557	0.701	0.594	138.663
REST	10	8	1	14	269.371	0.665	0.652	0.541	142.497
REST	11	8	3	13	215.275	6.319	0.119	0.119	93.207
REST	12	8	1	13	351.583	0.524	0.646	0.612	175.568
REST	13	8	2	15	222.741	0.667	0.669	0.579	113.833
REST	14	8	2	14	330.148	0.798	0.703	0.608	178.809
REST	15	8	1	15	473.799	0.436	0.672	0.702	295.681
REST	16	8	2	15	333.995	2.643	0.251	0.256	176.919
REST	17	8	3	12	300.845	0.701	0.626	0.604	178.565
REST	18	8	2	15	508.530	2.472	0.103	0.097	268.253
REST	19	8	2	15	268.057	0.875	0.634	0.593	148.246
REST	0	9	2	12	299.050	1.824	0.571	0.567	150.230
REST	1	9	3	13	269.490	0.937	0.785	0.626	139.130
REST	2	9	3	15	365.330	24.265	0.029	0.035	289.977
REST	3	9	2	15	481.323	9.050	0.112	0.135	250.930
REST	4	9	1	15	394.517	2.108	-0.024	0.073	230.591
REST	5	9	1	13	243.874	4.198	0.015	0.080	142.599
REST	6	9	1	14	207.491	0.873	0.719	0.601	116.883
REST	7	9	1	15	333.663	0.756	0.771	0.649	181.033
REST	8	9	1	15	254.270	0.467	0.762	0.565	147.119
REST	9	9	2	15	265.665	0.792	0.734	0.615	151.606
REST	10	9	3	15	246.147	0.608	0.662	0.468	149.354
REST	11	9	1	14	193.420	0.819	0.597	0.586	105.722
REST	12	9	2	12	342.521	0.618	0.592	0.555	191.763
REST	13	9	3	13	215.261	0.678	0.698	0.618	115.251
REST	14	9	3	15	328.564	1.077	0.582	0.535	182.632
REST	15	9	1	14	468.011	0.462	0.698	0.692	290.003
REST	16	9	3	15	346.466	2.541	0.220	0.254	178.884
REST	17	9	3	15	309.228	0.720	0.638	0.607	174.632
REST	18	9	1	13	466.232	2.002	0.254	0.234	289.638
REST	19	9	3	14	262.020	0.634	0.721	0.612	151.567
REST	0	10	1	14	304.377	1.529	0.627	0.597	154.267
REST	1	10	1	15	266.228	0.810	0.812	0.648	144.425
REST	2	10	1	15	489.053	65.871	-0.108	-0.097	341.854
REST	3	10	3	15	424.375	5.012	0.148	0.169	261.498
REST	4	10	3	15	374.656	1.177	0.593	0.527	181.927
REST	5	10	1	14	257.377	2.572	0.453	0.499	127.157
REST	6	10	2	15	211.092	0.834	0.779	0.667	116.588
REST	7	10	2	13	333.794	0.913	0.759	0.643	176.862
REST	8	10	1	15	262.217	0.474	0.696	0.582	143.976
REST	9	10	2	14	261.835	0.689	0.741	0.613	143.415
REST	10	10	3	14	238.191	0.854	0.583	0.482	138.351
REST	11	10	3	15	206.075	2.641	0.466	0.461	96.134
REST	12	10	1	15	335.811	0.682	0.598	0.516	196.450
REST	13	10	2	15	212.345	0.583	0.723	0.628	112.055
REST	14	10	1	14	329.752	0.718	0.756	0.630	183.800
REST	15	10	2	13	460.068	0.450	0.695	0.717	283.767
REST	16	10	2	15	374.395	2.364	0.202	0.231	201.540
REST	17	10	1	14	301.782	0.878	0.614	0.599	185.496
REST	18	10	3	15	485.419	2.679	-0.040	-0.032	266.064
REST	19	10	1	14	264.741	0.715	0.710	0.630	148.043
